Product_Name,Capacity,Category,Star_Ratings,Price,Discount,Rating
Whirlpool,235 L,Triple Door,4 Star,18900.0,29.0,4.3
Haier,596 L,Side by Side,3 Star,18900.0,29.0,4.5
Whirlpool,236 L,Single Door,5 Star,18900.0,42.0,4.3
LG,242 L,Double Door,3 Star,18899.0,24.0,4.4
Haier,602 L,Side by Side,3 Star,18840.0,43.0,4.5
Whirlpool,240 L,Triple Door,4 Star,18800.0,27.0,4.3
Whirlpool,308 L,Double Door,3 Star,18790.0,40.0,4.1
Voltas,472 L,Side by Side,3 Star,18790.0,30.0,4.3
Whirlpool,235 L,Double Door,2 Star,18790.0,26.0,4.3
LG,272 L,Double Door,3 Star,18770.0,25.0,4.2
Whirlpool,235 L,Double Door,3 Star,18750.0,21.0,4.1
Godrej,272 L,Double Door,3 Star,18699.0,29.0,4.2
CANDY,328 L,Double Door,3 Star,18690.0,28.0,4.3
LG,264 L,Double Door,2 Star,18690.0,29.0,4.4
Godrej,472 L,Double Door,2 Star,18629.0,42.0,4.1
Haier,325 L,Double Door,3 Star,18600.0,24.0,4.3
Godrej,436 L,Double Door,2 Star,18594.0,32.0,4.1
Haier,268 L,Double Door,2 Star,18594.0,37.0,4.3
LG,240 L,Double Door,3 Star,18590.0,28.0,4.4
LG,398 L,Double Door,3 Star,18590.0,31.0,4.4
Voltas,563 L,Side by Side,3 Star,18589.0,26.0,4.3
Whirlpool,300 L,Triple Door,4 Star,18524.0,25.0,4.3
Whirlpool,270 L,Triple Door,4 Star,18500.0,25.0,4.3
LG,343 L,Double Door,3 Star,18490.0,29.0,4.5
Whirlpool,235 L,Triple Door,4 Star,18490.0,23.0,4.3
LG,242 L,Double Door,3 Star,18490.0,42.0,4.5
Haier,596 L,Side by Side,3 Star,18490.0,24.0,4.3
Whirlpool,236 L,Single Door,5 Star,18490.0,29.0,4.4
Haier,602 L,Side by Side,3 Star,18490.0,43.0,4.5
Whirlpool,240 L,Triple Door,4 Star,18490.0,27.0,4.3
Whirlpool,308 L,Double Door,3 Star,18490.0,25.0,4.1
Voltas,472 L,Side by Side,3 Star,18490.0,40.0,4.3
Whirlpool,235 L,Double Door,2 Star,18490.0,29.0,4.3
LG,272 L,Double Door,3 Star,18450.0,30.0,4.2
Whirlpool,235 L,Double Door,3 Star,18450.0,26.0,4.1
Godrej,272 L,Double Door,3 Star,18439.0,21.0,4.2
LG,264 L,Double Door,2 Star,18410.0,28.0,4.3
CANDY,328 L,Double Door,3 Star,18390.0,29.0,4.4
Godrej,472 L,Double Door,2 Star,18299.0,25.0,4.1
Godrej,436 L,Double Door,2 Star,18299.0,31.0,4.3
Haier,268 L,Double Door,2 Star,17989.0,37.0,4.1
LG,398 L,Double Door,3 Star,17999.0,32.0,4.3
Voltas,563 L,Side by Side,3 Star,17990.0,28.0,4.4
LG,240 L,Double Door,3 Star,17990.0,24.0,4.4
Haier,325 L,Double Door,3 Star,17990.0,42.0,4.3
Whirlpool,300 L,Triple Door,4 Star,17990.0,26.0,4.3
Whirlpool,270 L,Triple Door,4 Star,17990.0,25.0,4.3
LG,343 L,Double Door,3 Star,17990.0,29.0,4.3
Whirlpool,235 L,Triple Door,4 Star,17990.0,23.0,4.5
Haier,596 L,Side by Side,3 Star,17990.0,42.0,4.4
Whirlpool,236 L,Single Door,5 Star,17990.0,24.0,4.5
LG,242 L,Double Door,3 Star,17990.0,29.0,4.3
Haier,602 L,Side by Side,3 Star,17990.0,43.0,4.5
Whirlpool,240 L,Triple Door,4 Star,17990.0,27.0,4.3
Whirlpool,308 L,Double Door,3 Star,17990.0,25.0,4.3
Voltas,472 L,Side by Side,3 Star,17990.0,40.0,4.2
Whirlpool,235 L,Double Door,2 Star,17989.0,29.0,4.1
LG,272 L,Double Door,3 Star,17980.0,30.0,4.1
Whirlpool,235 L,Double Door,3 Star,17950.0,26.0,4.2
Godrej,272 L,Double Door,3 Star,17900.0,21.0,4.4
CANDY,328 L,Double Door,3 Star,17899.0,28.0,4.3
LG,264 L,Double Door,2 Star,17885.0,29.0,4.3
Godrej,472 L,Double Door,2 Star,17790.0,25.0,4.3
Haier,325 L,Double Door,3 Star,17790.0,31.0,4.4
Godrej,436 L,Double Door,2 Star,17740.0,37.0,4.3
Haier,268 L,Double Door,2 Star,17700.0,32.0,4.1
LG,240 L,Double Door,3 Star,17690.0,28.0,4.4
LG,398 L,Double Door,3 Star,17690.0,24.0,4.3
Voltas,563 L,Side by Side,3 Star,17690.0,42.0,4.3
Whirlpool,300 L,Triple Door,4 Star,17690.0,26.0,4.1
Whirlpool,270 L,Triple Door,4 Star,17690.0,25.0,4.5
LG,343 L,Double Door,3 Star,17650.0,29.0,4.4
Whirlpool,235 L,Triple Door,4 Star,17650.0,23.0,4.3
Haier,596 L,Side by Side,3 Star,17589.0,42.0,4.3
Whirlpool,236 L,Single Door,5 Star,17559.0,24.0,4.5
LG,242 L,Double Door,3 Star,17559.0,29.0,4.3
Haier,602 L,Side by Side,3 Star,17555.0,43.0,4.4
Whirlpool,240 L,Triple Door,4 Star,17539.0,27.0,4.3
Whirlpool,308 L,Double Door,3 Star,17528.0,25.0,4.5
Voltas,472 L,Side by Side,3 Star,17510.0,40.0,4.3
Whirlpool,235 L,Double Door,2 Star,17500.0,29.0,4.3
LG,272 L,Double Door,3 Star,17499.0,30.0,4.3
Whirlpool,235 L,Double Door,3 Star,17490.0,26.0,4.2
Godrej,272 L,Double Door,3 Star,17490.0,21.0,4.3
CANDY,328 L,Double Door,3 Star,17490.0,28.0,4.2
LG,264 L,Double Door,2 Star,17490.0,29.0,4.4
Godrej,472 L,Double Door,2 Star,17490.0,25.0,4.3
Haier,325 L,Double Door,3 Star,17490.0,31.0,4.1
Godrej,436 L,Double Door,2 Star,17490.0,37.0,4.3
Haier,268 L,Double Door,2 Star,17490.0,32.0,4.4
LG,240 L,Double Door,3 Star,17490.0,28.0,4.3
LG,398 L,Double Door,3 Star,17490.0,24.0,4.4
Voltas,563 L,Side by Side,3 Star,17490.0,42.0,4.3
Whirlpool,300 L,Triple Door,4 Star,17450.0,26.0,4.3
Whirlpool,270 L,Triple Door,4 Star,17399.0,25.0,4.5
LG,343 L,Double Door,3 Star,17250.0,29.0,4.4
Whirlpool,235 L,Triple Door,4 Star,17250.0,23.0,4.3
Haier,596 L,Side by Side,3 Star,17200.0,29.0,4.3
Whirlpool,236 L,Single Door,5 Star,17190.0,42.0,4.5
LG,242 L,Double Door,3 Star,17190.0,24.0,4.3
Haier,602 L,Side by Side,3 Star,17190.0,43.0,4.3
Whirlpool,240 L,Triple Door,4 Star,17150.0,27.0,4.4
Whirlpool,308 L,Double Door,3 Star,17100.0,25.0,4.5
Voltas,472 L,Side by Side,3 Star,17090.0,40.0,4.3
Whirlpool,235 L,Double Door,2 Star,17050.0,29.0,4.3
LG,272 L,Double Door,3 Star,17020.0,30.0,4.3
Whirlpool,235 L,Double Door,3 Star,17000.0,26.0,4.2
Godrej,272 L,Double Door,3 Star,16999.0,21.0,4.2
CANDY,328 L,Double Door,3 Star,16999.0,29.0,4.3
LG,264 L,Double Door,2 Star,16999.0,28.0,4.3
Godrej,472 L,Double Door,2 Star,16999.0,25.0,4.4
Haier,325 L,Double Door,3 Star,16990.0,37.0,4.3
Godrej,436 L,Double Door,2 Star,16990.0,32.0,4.1
Haier,268 L,Double Door,2 Star,16990.0,24.0,4.3
LG,240 L,Double Door,3 Star,16990.0,42.0,4.4
LG,398 L,Double Door,3 Star,16990.0,28.0,4.4
Voltas,563 L,Side by Side,3 Star,16990.0,31.0,4.3
Whirlpool,300 L,Triple Door,4 Star,16990.0,26.0,4.3
Whirlpool,270 L,Triple Door,4 Star,16990.0,25.0,4.3
LG,343 L,Double Door,3 Star,16990.0,23.0,4.5
Whirlpool,235 L,Triple Door,4 Star,16990.0,29.0,4.3
Haier,596 L,Side by Side,3 Star,16990.0,29.0,4.5
Whirlpool,236 L,Single Door,5 Star,16990.0,42.0,4.3
LG,242 L,Double Door,3 Star,16990.0,24.0,4.4
Haier,602 L,Side by Side,3 Star,16980.0,43.0,4.5
Whirlpool,240 L,Triple Door,4 Star,16980.0,27.0,4.3
Whirlpool,308 L,Double Door,3 Star,16971.0,40.0,4.1
Voltas,472 L,Side by Side,3 Star,16960.0,30.0,4.3
Whirlpool,235 L,Double Door,2 Star,16950.0,26.0,4.3
LG,272 L,Double Door,3 Star,16900.0,25.0,4.2
Whirlpool,235 L,Double Door,3 Star,16899.0,21.0,4.1
Godrej,272 L,Double Door,3 Star,16895.0,29.0,4.2
CANDY,328 L,Double Door,3 Star,16888.0,28.0,4.3
LG,264 L,Double Door,2 Star,16790.0,29.0,4.4
Godrej,472 L,Double Door,2 Star,16790.0,42.0,4.1
Haier,325 L,Double Door,3 Star,16790.0,24.0,4.3
Haier,268 L,Double Door,2 Star,16990.0,37.0,4.3
LG,240 L,Double Door,3 Star,16980.0,28.0,4.4
LG,398 L,Double Door,3 Star,16980.0,31.0,4.4
Voltas,563 L,Side by Side,3 Star,16971.0,26.0,4.3
Whirlpool,300 L,Triple Door,4 Star,16960.0,25.0,4.3
Whirlpool,270 L,Triple Door,4 Star,16950.0,25.0,4.3
LG,343 L,Double Door,3 Star,16900.0,29.0,4.5
Whirlpool,235 L,Triple Door,4 Star,16900.0,23.0,4.4
LG,242 L,Double Door,3 Star,16899.0,42.0,4.5
Haier,596 L,Side by Side,3 Star,16895.0,24.0,4.3
Whirlpool,236 L,Single Door,5 Star,16888.0,29.0,4.5
Haier,602 L,Side by Side,3 Star,16790.0,43.0,4.3
Whirlpool,240 L,Triple Door,4 Star,16790.0,27.0,4.2
Whirlpool,308 L,Double Door,3 Star,16790.0,25.0,4.1
Voltas,472 L,Side by Side,3 Star,16790.0,40.0,4.1
Whirlpool,235 L,Double Door,2 Star,16709.0,29.0,4.2
LG,272 L,Double Door,3 Star,16699.0,30.0,4.4
Whirlpool,235 L,Double Door,3 Star,16690.0,26.0,4.3
Godrej,272 L,Double Door,3 Star,16599.0,21.0,4.3
LG,264 L,Double Door,2 Star,16590.0,28.0,4.4
CANDY,328 L,Double Door,3 Star,16361.0,29.0,4.3
Godrej,472 L,Double Door,2 Star,16306.0,25.0,4.1
Godrej,436 L,Double Door,2 Star,16300.0,31.0,4.4
Haier,268 L,Double Door,2 Star,16294.0,37.0,4.3
LG,398 L,Double Door,3 Star,16290.0,32.0,4.1
Voltas,563 L,Side by Side,3 Star,16290.0,28.0,4.3
LG,240 L,Double Door,3 Star,16290.0,24.0,4.5
Haier,325 L,Double Door,3 Star,16285.0,42.0,4.0
Whirlpool,300 L,Triple Door,4 Star,16269.0,26.0,4.3
Whirlpool,270 L,Triple Door,4 Star,16250.0,25.0,4.3
LG,343 L,Double Door,3 Star,16205.0,29.0,4.5
Whirlpool,235 L,Triple Door,4 Star,16200.0,23.0,4.3
Haier,596 L,Side by Side,3 Star,16200.0,42.0,4.4
Whirlpool,236 L,Single Door,5 Star,16190.0,24.0,4.5
LG,242 L,Double Door,3 Star,16190.0,29.0,4.3
Haier,602 L,Side by Side,3 Star,16100.0,43.0,4.5
Whirlpool,240 L,Triple Door,4 Star,16080.0,27.0,4.3
Whirlpool,308 L,Double Door,3 Star,16014.0,25.0,4.1
Voltas,472 L,Side by Side,3 Star,16014.0,40.0,4.3
Whirlpool,235 L,Double Door,2 Star,15999.0,29.0,4.3
LG,272 L,Double Door,3 Star,15990.0,30.0,4.2
Whirlpool,235 L,Double Door,3 Star,15990.0,26.0,4.1
Godrej,272 L,Double Door,3 Star,15990.0,21.0,4.2
CANDY,328 L,Double Door,3 Star,15990.0,28.0,4.4
LG,264 L,Double Door,2 Star,15990.0,29.0,4.3
Godrej,472 L,Double Door,2 Star,15990.0,25.0,4.1
Haier,325 L,Double Door,3 Star,15990.0,31.0,4.1
Godrej,436 L,Double Door,2 Star,15990.0,37.0,4.3
Haier,268 L,Double Door,2 Star,15990.0,32.0,4.4
LG,240 L,Double Door,3 Star,15990.0,28.0,4.3
LG,398 L,Double Door,3 Star,15990.0,24.0,4.4
Voltas,563 L,Side by Side,3 Star,15990.0,42.0,4.3
Whirlpool,300 L,Triple Door,4 Star,15990.0,26.0,4.3
Whirlpool,270 L,Triple Door,4 Star,15990.0,25.0,4.3
LG,343 L,Double Door,3 Star,15990.0,23.0,4.5
Whirlpool,235 L,Triple Door,4 Star,15990.0,29.0,4.3
LG,242 L,Double Door,3 Star,15990.0,29.0,4.5
Haier,596 L,Side by Side,3 Star,15990.0,42.0,4.3
Whirlpool,236 L,Single Door,5 Star,15990.0,24.0,4.4
Haier,602 L,Side by Side,3 Star,15990.0,43.0,4.5
Whirlpool,240 L,Triple Door,4 Star,15990.0,27.0,4.3
Whirlpool,308 L,Double Door,3 Star,15990.0,40.0,4.1
Voltas,472 L,Side by Side,3 Star,15950.0,30.0,4.3
Whirlpool,235 L,Double Door,2 Star,15950.0,26.0,4.3
LG,272 L,Double Door,3 Star,15900.0,25.0,4.2
Whirlpool,235 L,Double Door,3 Star,15900.0,21.0,4.1
Godrej,272 L,Double Door,3 Star,15900.0,29.0,4.2
LG,264 L,Double Door,2 Star,15900.0,28.0,4.3
CANDY,328 L,Double Door,3 Star,15899.0,29.0,4.4
Godrej,472 L,Double Door,2 Star,15890.0,42.0,4.1
Godrej,436 L,Double Door,2 Star,15890.0,24.0,4.3
Haier,268 L,Double Door,2 Star,15890.0,32.0,4.1
LG,398 L,Double Door,3 Star,15890.0,37.0,4.3
Voltas,563 L,Side by Side,3 Star,15890.0,28.0,4.4
LG,240 L,Double Door,3 Star,15890.0,31.0,4.4
Haier,325 L,Double Door,3 Star,15890.0,26.0,4.3
Whirlpool,300 L,Triple Door,4 Star,15790.0,25.0,4.3
Whirlpool,270 L,Triple Door,4 Star,15790.0,25.0,4.3
LG,343 L,Double Door,3 Star,15790.0,23.0,4.5
Whirlpool,235 L,Triple Door,4 Star,15790.0,29.0,4.3
LG,242 L,Double Door,3 Star,15790.0,29.0,4.5
Haier,596 L,Side by Side,3 Star,15790.0,42.0,4.3
Whirlpool,236 L,Single Door,5 Star,15790.0,24.0,4.4
Haier,602 L,Side by Side,3 Star,15790.0,43.0,4.5
Whirlpool,240 L,Triple Door,4 Star,15790.0,27.0,4.3
Whirlpool,308 L,Double Door,3 Star,15754.0,40.0,4.1
Voltas,472 L,Side by Side,3 Star,15750.0,30.0,4.3
Whirlpool,235 L,Double Door,2 Star,15690.0,26.0,4.3
LG,272 L,Double Door,3 Star,15639.0,25.0,4.2
Whirlpool,235 L,Double Door,3 Star,15639.0,21.0,4.1
Godrej,272 L,Double Door,3 Star,15599.0,29.0,4.2
LG,264 L,Double Door,2 Star,15599.0,28.0,4.3
CANDY,328 L,Double Door,3 Star,15594.0,29.0,4.4
Godrej,472 L,Double Door,2 Star,15590.0,42.0,4.1
Godrej,436 L,Double Door,2 Star,15590.0,24.0,4.3
Haier,268 L,Double Door,2 Star,15590.0,32.0,4.1
LG,398 L,Double Door,3 Star,15499.0,37.0,4.3
Voltas,563 L,Side by Side,3 Star,15499.0,28.0,4.4
LG,240 L,Double Door,3 Star,15490.0,31.0,4.4
Haier,325 L,Double Door,3 Star,15490.0,26.0,4.3
Whirlpool,300 L,Triple Door,4 Star,15490.0,25.0,4.3
Whirlpool,270 L,Triple Door,4 Star,15490.0,25.0,4.3
LG,343 L,Double Door,3 Star,15440.0,23.0,4.5
Whirlpool,235 L,Triple Door,4 Star,15430.0,29.0,4.3
Haier,596 L,Side by Side,3 Star,15410.0,29.0,4.5
Whirlpool,236 L,Single Door,5 Star,15405.0,42.0,4.3
LG,242 L,Double Door,3 Star,15399.0,24.0,4.4
Haier,602 L,Side by Side,3 Star,15349.0,43.0,4.5
Whirlpool,240 L,Triple Door,4 Star,15300.0,27.0,4.3
Whirlpool,308 L,Double Door,3 Star,15300.0,40.0,4.1
Voltas,472 L,Side by Side,3 Star,15299.0,30.0,4.3
Whirlpool,235 L,Double Door,2 Star,15290.0,26.0,4.3
LG,272 L,Double Door,3 Star,15290.0,25.0,4.2
Whirlpool,235 L,Double Door,3 Star,15290.0,21.0,4.1
Godrej,272 L,Double Door,3 Star,15290.0,29.0,4.2
CANDY,328 L,Double Door,3 Star,15240.0,28.0,4.3
LG,264 L,Double Door,2 Star,15100.0,29.0,4.4
Godrej,472 L,Double Door,2 Star,15060.0,42.0,4.1
Haier,325 L,Double Door,3 Star,15000.0,24.0,4.3
Godrej,436 L,Double Door,2 Star,14999.0,32.0,4.1
Haier,268 L,Double Door,2 Star,14990.0,37.0,4.3
LG,240 L,Double Door,3 Star,14990.0,28.0,4.4
LG,398 L,Double Door,3 Star,14990.0,31.0,4.4
Voltas,563 L,Side by Side,3 Star,14990.0,26.0,4.3
Whirlpool,300 L,Triple Door,4 Star,14990.0,25.0,4.3
Whirlpool,270 L,Triple Door,4 Star,14990.0,25.0,4.3
Whirlpool,235 L,Triple Door,4 Star,14990.0,23.0,4.5
LG,343 L,Double Door,3 Star,14990.0,29.0,4.3
LG,242 L,Double Door,3 Star,14990.0,29.0,4.4
Haier,596 L,Side by Side,3 Star,14985.0,42.0,4.5
Whirlpool,236 L,Single Door,5 Star,14980.0,24.0,4.3
Haier,602 L,Side by Side,3 Star,14970.0,43.0,4.5
Whirlpool,240 L,Triple Door,4 Star,14959.0,27.0,4.3
Voltas,472 L,Side by Side,3 Star,14900.0,40.0,4.1
LG,272 L,Double Door,3 Star,14900.0,30.0,4.3
Whirlpool,235 L,Double Door,3 Star,14895.0,26.0,4.3
Whirlpool,308 L,Double Door,3 Star,14890.0,25.0,4.2
Godrej,272 L,Double Door,3 Star,14820.0,21.0,4.1
LG,264 L,Double Door,2 Star,14769.0,29.0,4.2
CANDY,328 L,Double Door,3 Star,14763.0,28.0,4.4
Whirlpool,235 L,Double Door,2 Star,14699.0,29.0,4.3
Voltas,563 L,Side by Side,3 Star,14490.0,42.0,4.1
LG,398 L,Double Door,3 Star,14579.0,24.0,4.1
Haier,268 L,Double Door,2 Star,14490.0,32.0,4.3
Godrej,436 L,Double Door,2 Star,14490.0,37.0,4.4
LG,240 L,Double Door,3 Star,14490.0,28.0,4.3
Haier,325 L,Double Door,3 Star,14490.0,31.0,4.4
Whirlpool,300 L,Triple Door,4 Star,14490.0,26.0,4.3
Godrej,472 L,Double Door,2 Star,14490.0,25.0,4.3
Whirlpool,270 L,Triple Door,4 Star,14490.0,25.0,4.3
LG,343 L,Double Door,3 Star,14490.0,23.0,4.3
Whirlpool,235 L,Triple Door,4 Star,14490.0,29.0,4.5
Haier,596 L,Side by Side,3 Star,14490.0,29.0,4.3
Whirlpool,236 L,Single Door,5 Star,14465.0,42.0,4.5
LG,242 L,Double Door,3 Star,14390.0,24.0,4.5
Haier,602 L,Side by Side,3 Star,14350.0,43.0,4.3
Whirlpool,240 L,Triple Door,4 Star,14350.0,27.0,4.4
Whirlpool,308 L,Double Door,3 Star,14340.0,40.0,4.3
Voltas,472 L,Side by Side,3 Star,14299.0,30.0,4.5
Whirlpool,235 L,Double Door,2 Star,14299.0,26.0,4.3
LG,272 L,Double Door,3 Star,14290.0,25.0,4.1
Whirlpool,235 L,Double Door,3 Star,14290.0,21.0,4.3
Godrej,272 L,Double Door,3 Star,14290.0,29.0,4.3
CANDY,328 L,Double Door,3 Star,14240.0,28.0,4.3
